Set,CardId,Name,Rarity,Type,Tag,Verse,Value,AbilityText,VerseText,AbilityType
Bap,5,Andrew,Common,Faithful,,John 1:40‑41,7,,Andrew~ Simon Peter’s brother~ was one of the two who heard John’s testimony and followed Jesus. He first found his brother Simon and told him~ “We have found the Messiah” (which is translated as Christ).,
Bap,6,John the Baptist,Rare,Faithful,,"Mark 1:4,6",15,Bonus: When John the Baptist is in play and you clear a WaveIcon location~ draw a Faithful card and put it into play.,John the Baptist appeared in the wilderness~ preaching a baptism of repentance for the forgiveness of sins...John was clothed in camel’s hair~ with a leather belt around his waist. His food was locusts and wild honey.,
Bap,7,Gabriel,Rare,Neutral,,Luke 1:19‑20,0,Play this card on any location to remove all cards from that location. Add an additional location to the timeline~ then remove Gabriel from play.,“I am Gabriel~” replied the angel. “I stand in the presence of God~ and I have been sent to speak to you and to bring you this good news. And now you will be silent and unable to speak until the day this comes to pass~ because you did not believe my words~ which will be fulfilled at their proper time.”,
Bap,8,Angel of the Lord,Common,Neutral,,Luke 1:11‑12,0,Instant: You may play this card to prevent an additional Location from being placed on the timeline. Then~ discard Angel of the Lord.,“Just then an angel of the Lord appeared to Zechariah~ standing at the right side of the altar of incense. When Zechariah saw him~ he was startled and gripped with fear.”,
Bap,9,Levite,Common,Fallen,,John 1:19,4,,And this was John’s testimony when the Jews of Jerusalem sent priests and Levites to ask him~ “Who are you?”,
Bap,10,Sadducee,Common,Fallen,,Matthew 3:7‑8,3,,But when he saw many of the Pharisees and Sadducees coming for baptism~ he said to them~ “You brood of vipers~ who warned you to flee from the wrath to come? “Therefore bear fruit in keeping with repentance;”,
Bap,11,Executioner,Common,Fallen,,Mark 6:27–28,5,Bonus: When Executioner enters play~ remove any Neutral from Executioner’s active location.,So without delay~ the king commanded that John’s head be brought in. He sent an executioner~ who went and beheaded him in the prison. The man brought John’s head on a platter and presented it to the girl~ who gave it to her mother.,
Bap,12,Herodias’ Daughter,Uncommon,Fallen,,Mark 6:22,6,Bonus: Each round that Herodias and Herod the Tetrarch are in play~ add a location to the faith timeline.,When the daughter of Herodias herself came in and danced~ she pleased Herod and those sitting with him. The king said to the young lady~ Ask me whatever you want~ and I will give it to you.,
Bap,13,Herod the Tetrarch,Rare,Fallen,,Mark 6:26–27,15,2 SnakeIcon if Herodias’ Daughter is in play,The king was consumed with sorrow~ but because of his oaths and his guests~ he did not want to refuse her. So without delay~ the king commanded that John’s head be brought in. He sent an executioner~ who went and beheaded him in the prison.,
Bap,14,Herodias,Rare,Fallen,,Mark 6:19–20,13,5 SnakeIcon if John the Baptist is in play,So Herodias held a grudge against John and wanted to kill him. But she had been unable~ because Herod feared John and protected him~ knowing that he was a righteous and holy man. When he heard John’s words~ he was greatly perplexed~ yet he listened to him gladly.,
Bap,15,Righteous Before God,Common,Event,,Luke 1:6,,You may use this card to refresh the faith pool~ to match the amount of one of your Faithful in play.,Both of them were righteous in the sight of God~ walking blamelessly in all the commandments and decrees of the Lord.,Refresh
Bap,16,"Behold, the Lamb",Common,Event,,John 1:35–36,,You may use this card to refresh the faith pool~ to match the amount of one of your Faithful in play.,Again the next day~ John was standing with two of his disciples~ and he looked at Jesus as he walked~ and said~ “Behold~ the Lamb of God!”,Refresh
Bap,17,Sent From God,Common,Event,,John 1:6–7,,You may use this card to refresh the faith pool~ to match the amount of one of your Faithful in play.,There came a man who was sent from God. His name was John. He came as a witness to testify about the Light~ so that through him everyone might believe.,Refresh
Bap,18,Word Became Flesh,Common,Event,,John 1:14,,Instant: Play this card in response to a trap card to cancel the effects of the trap. Discard both cards. Then~ end player’s turn.,The Word became flesh and made His dwelling among us. We have seen His glory~ the glory of the one and only Son from the Father~ full of grace and truth.,Instant
Bap,19,Prepare the Way,Uncommon,Event,,Isaiah 40:3,13,,A voice of one calling~ “Prepare the way for the LORD in the wilderness~ make a straight highway for our God in the desert.”,Cost
Bap,20,The Coming Wrath,Uncommon,Event,,Luke 3:7,9,,Then John said to the crowds coming out to be baptized by him~ “You brood of vipers~ who warned you to flee from the coming wrath?”,Cost
Bap,21,Brood of Vipers,Uncommon,Event,,Matthew 3:7-8,,Draw an additional location card and add it to the faith timeline.,“But when John saw many of the Pharisees and Sadducees coming to his place of baptism~ he said to them~ “You brood of vipers~ who warned you to flee from the coming wrath? Produce fruit~ then~ in keeping with repentance.””,Draw Location
Bap,22,Doubt,Rare,Event,,Luke 1:19-20,12,,“I am Gabriel~” replied the angel. “I stand in the presence of God~ and I have been sent to speak to you and to bring you this good news. And now you will be silent and unable to speak until the day this comes to pass~ because you did not believe my words~ which will be fulfilled at their proper time.”,Cost
Bap,23,Wicked Request,Rare,Event,,Mark 6:24-25,8,,“Then she went out and asked her mother~ “What should I request?” And her mother answered~ “The head of John the Baptist.” At once the girl hurried back to the king with her request: “I want you to give me the head of John the Baptist on a platter immediately.””,Cost
Bap,24,Baptism of Jesus,Common,Event,,Mark 1:9-11,10,,“In those days Jesus came from Nazareth in Galilee and was baptized by John in the Jordan. As soon as Jesus came up out of the water~ He saw the heavens breaking open and the Spirit descending on Him like a dove. And a voice came from heaven: “You are My beloved Son; in You I am well pleased.””,Cost
Bap,25,Locust,Common,Support,,Mark 1:6,,Play this card on any MountainIcon location. On your turn~ when a card with a cost is revealed in this location~ refresh the faith pool of one of your Faithful equal to that card’s cost (not exceeding the Faithful’s max).,“John was clothed in camel’s hair~ with a leather belt around his waist. His food was locusts and wild honey.”,
Bap,26,Wild Honey,Uncommon,Support,,Mark 1:6,,Play this card on any LeafIcon location. No Faithless cards may be placed and are discarded instead.,“John was clothed with camel’s hair and a leather belt around his waist. He ate locusts and wild honey.”,
Bap,27,Honey Bee,Common,Support,,Mark 1:6,,Exchange one Faithless in play with any Faithless from the discard pile. Reset their Faith tokens.,“John was clothed in camel’s hair~ with a leather belt around his waist. His food was locusts and wild honey.”,
Bap,28,Viper,Rare,Trap,,Luke 3:7,,Trap: Upon reveal~ any Faithful in play with a faith amount less than 6 is discarded.,“Then John said to the crowds coming out to be baptized by him~ “You brood of vipers~ who warned you to flee from the coming wrath?””,
Bap,29,Wilderness of Judea,Common,Location,MountainIcon,Matthew 3:1-2,20,,“In those days John the Baptist came~ preaching in the wilderness of Judea and saying~ “Repent~ for the kingdom of heaven is near.””,
Bap,30,Jordan River,Common,Location,WaveIcon,Matthew 3:5-6,13,,“People went out to him from Jerusalem and all Judea and the whole region around the Jordan. Confessing their sins~ they were baptized by him in the Jordan River.”,
Bap,31,Aenon,Uncommon,Location,wave,John 3:23,9,,Now John was also baptizing at Aenon near Salim~ because the water was plentiful there~ and people kept coming to be baptized.,
Bap,32,House of Zechariah,Rare,Location,leaf,Luke 1:39‑40,10,,In those days Mary got ready and hurried to a town in the hill country of Judah~ where she entered the home of Zechariah and greeted Elizabeth.,
Bap,33,Temple of the Lord,Uncommon,Location,leaf,Luke 1:8‑9,13,,One day while Zechariah’s division was on duty and he was serving as priest before God~ he was chosen by lot~ according to the custom of the priesthood~ to enter the temple of the Lord and burn incense.,
Bap,34,Prison Cell,Common,Location,mountain,Matthew 14:3,15,,Now Herod had arrested John and bound him and put him in prison on account of Herodias~ his brother Philip’s wife.,
Bap,35,Herod’s Palace,Rare,Location,mountain,Mark 6:21,20,,On Herod’s birthday~ her opportunity arose. Herod held a banquet for his nobles and military commanders and the leading men of Galilee.,
Bap,36,Judea,Common,Location,leaf,Luke 1:65‑66,15,,All their neighbors were filled with awe~ and people throughout the hill country of Judea were talking about these events. And all who heard this wondered in their hearts and asked~ “What then will this child become?” For the Lord’s hand was with him.,
Wom,1,Widow of Nain,Common,Faithful,,Luke 7:12‑13,6,,“As He approached the town gate~ He saw a dead man being carried out~ the only son of his mother~ and she was a widow. And a large crowd from the town was with her. When the Lord saw her~ He had compassion on her and said~ “Do not weep.””,
Wom,2,Sinful Woman,Common,Faithful,,Luke 7:37‑38,3,,“When a sinful woman from that town learned that Jesus was dining there~ she brought an alabaster jar of perfume. As she stood behind Him at His feet weeping~ she began to wet His feet with her tears and wipe them with her hair. Then she kissed His feet and anointed them with the perfume.”,
Wom,3,Jairus’ Daughter,Uncommon,Faithful,,Luke 8:54‑55,7,Bonus: When Jairus’ Daughter is put in play~ refresh 2 DoveIcon for every Faithful in play.,“But Jesus took her by the hand and called out~ “Child~ get up!” Her spirit returned~ and at once she got up. And He directed that she be given something to eat.”,
Wom,4,Mary of Bethany,Common,Faithful,,Luke 10:39,7,3 DoveIcon if Martha’s Home is active,“She had a sister named Mary~ who sat at the Lord’s feet listening to His message.”,
Wom,5,Joanna,Rare,Faithful,,Luke 24:8‑10,12,,“Then they remembered His words. And when they returned from the tomb~ they reported all these things to the Eleven and to all the others. It was Mary Magdalene~ Joanna~ Mary the mother of James~ and the other women with them who told this to the apostles.”,
Wom,6,Susanna,Rare,Faithful,,Luke 8:2‑3,15,,“and certain women who had been healed of evil spirits and infirmities: Mary who was called Magdalene~ from whom seven demons had gone out; and Joanna~ the wife of Chuzas~ Herod’s steward; Susanna; and many others; who served them from their possessions.”,
Wom,7,Widow’s Son,Rare,Neutral,,Luke 7:14‑15,0,Play this card on any location to prevent Faithless from placing there. If a Trap card is revealed in that location~ remove Widow’s Son from play.,“Then He went up and touched the coffin~ and those carrying it stood still. “Young man”~ He said~ “I tell you~ get up!” And the dead man sat up and began to speak! Then Jesus gave him back to his mother.”,
Wom,8,Servant Girl,Rare,Neutral,,Luke 22:56‑57,0,Play this card on any location to prevent Faithless from placing there. If a Trap card is revealed in that location~ remove Servant Girl from play.,“A servant girl saw him seated in the firelight and looked intently at him. “This man also was with Him”~ she said. But Peter denied it. “Woman~ I do not know Him”~ he said.”,
Wom,9,Scribe,Common,Fallen,,Luke 20:45‑47,3,,“In the hearing of all the people~ Jesus said to His disciples~ “Beware of the scribes. They like to walk around in long robes~ and they love the greetings in the marketplaces~ the chief seats in the synagogues~ and the places of honor at banquets. They defraud widows of their houses~ and for a show make lengthy prayers. These men will receive greater condemnation.””,
Wom,10,Simon the Pharisee,Uncommon,Fallen,,Luke 7:39‑40,9,,“Now when the Pharisee who had invited him saw it~ he said to himself~ “This man~ if he were a prophet~ would have perceived who and what kind of woman this is who touches him~ that she is a sinner.” Jesus answered him~ “Simon~ I have something to tell you.” He said~ “Teacher~ say on.””,
Wom,11,Martha,Common,Fallen,,Luke 10:40,4,5 SnakeIcon if Mary of Bethany is in play,“But Martha was distracted by all the preparations to be made. She came to Jesus and said “Lord~ do You not care that my sister has left me to serve alone? Tell her to help me!””,
Wom,12,Herod the Tetrarch,Common,Fallen,,Luke 9:7-8,0,When this card is revealed in a location~ it gains the SnakeIcon equal to that location.,“When Herod the tetrarch heard about all that was happening~ he was perplexed. For some were saying that John had risen from the dead~ others that Elijah had appeared~ and still others that a prophet of old had arisen.”,
Wom,13,Disabling Spirit,Uncommon,Fallen,,Luke 13:10-11,7,Bonus (Fear): As long as Disabling Spirit is in play~ an additional Faith token must be spent to pay any Faith token cost on the Faith timeline.,“One Sabbath Jesus was teaching in one of the synagogues~ and a woman there had been disabled by a spirit for eighteen years. She was hunched over and could not stand up straight.”,
Wom,14,Demon,Rare,Fallen,,Luke 4:33-35,18,This Faithless is immune to any card effects and can only be cleared through Faith tokens.,“In the synagogue there was a man possessed by the spirit of an unclean demon. He cried out in a loud voice~ “Ha! What do You want with us~ Jesus of Nazareth? Have You come to destroy us? I know who You are—the Holy One of God!” But Jesus rebuked the demon. “Be silent!” He said. “Come out of him!” At this~ the demon threw the man down before them all and came out without harming him.”,
Wom,15,Women Who Followed,Common,Event,,Luke 8:2-3,,You may use this card to refresh the faith pool (FaithIcon) to match the amount of one of your Faithful in play.,“and certain women who had been healed of evil spirits and infirmities: Mary who was called Magdalene~ from whom seven demons had gone out; and Joanna~ the wife of Chuzas~ Herod’s steward; Susanna; and many others; who served them from their possessions.”,Refresh
Wom,16,Forgiven,Common,Event,,Luke 7:47-49,,You may use this card to refresh the faith pool (FaithIcon) to match the amount of one of your Faithful in play.,“Therefore I tell you~ because her many sins have been forgiven~ she has loved much. But he who has been forgiven little loves little.” Then Jesus said to her “Your sins are forgiven.” But those at the table began to say to themselves~ “Who is this who even forgives sins?”,Refresh
Wom,17,Saved by Faith,Common,Event,,Luke 7:50,10,You may use this card to refresh the faith pool (FaithIcon) to match the amount of one of your Faithful in play.,“And Jesus told the woman~ “Your faith has saved you; go in peace.””,Cost
Wom,18,The Widow’s Offering,Common,Event,,Luke 21:2-4,,You may use this card to refresh the faith pool (FaithIcon) to match the amount of one of your Faithful in play.,“and He saw a poor widow put in two small copper coins. “Truly I tell you~” He said~ “this poor widow has put in more than all the others. For they all contributed out of their surplus~ but she out of her poverty has put in all she had to live on.””,Refresh
Wom,19,Do Not Fear,Uncommon,Event,,Luke 8:49-50,5,,“While He was still speaking~ someone arrived from the house of the synagogue leader. “Your daughter is dead~” he told Jairus. “Do not bother the Teacher anymore.” But Jesus overheard them and said to Jairus~ “Do not be afraid; just believe~ and she will be healed.””,Cost
Wom,20,Raised to Life,Uncommon,Event,,Luke 7:14-15,15,,“Then He went up and touched the coffin~ and those carrying it stood still. “Young man~” He said~ “I tell you~ get up!” And the dead man sat up and began to speak! Then Jesus gave him back to his mother.”,Cost
Wom,21,The Death of Jesus,Rare,Event,,Luke 23:44-46,20,Effect: When this Event card is cleared~ remove all cards from the current location.,“It was now about the sixth hour~ and darkness came over all the land until the ninth hour. The sun was darkened~ and the veil of the temple was torn down the middle. Then Jesus called out in a loud voice~ “Father~ into Your hands I commit My Spirit.” And when He had said this~ He breathed His last.”,Cost
Wom,22,They Worshiped Him,Uncommon,Event,,Luke 24:50-53,,Instant: Play this card in response to a trap card to cancel the effects of the trap. Discard both cards. Then~ end player's turn.,“When Jesus had led them out as far as Bethany~ He lifted up His hands and blessed them. While He was blessing them~ He left them and was carried up into heaven. And they worshiped Him and returned to Jerusalem with great joy~ praising God continually in the temple.”,Instant
Wom,23,Women at the Tomb,Common,Event,,Luke 24:1-3,6,,“On the first day of the week~ very early in the morning~ the women came to the tomb~ bringing the spices they had prepared. They found the stone rolled away from the tomb~ but when they entered~ they did not find the body of the Lord Jesus.”,Cost
Wom,24,The Women Told Them,Uncommon,Event,,Luke 24:10-11,,You may use this card to refresh the faith pool (RefreshIcon) to match the amount of one of your Faithful in play.,“It was Mary Magdalene~ Joanna~ Mary the mother of James~ and the other women with them who told this to the apostles. But their words seemed like nonsense to them~ and they did not believe the women.”,Refresh
Wom,25,Copper Coins,Common,Support,,Luke 21:1-2,,Exchange one Faithless in play with any Faithless from the discard pile. Reset their Faith tokens.,“Then Jesus looked up and saw the rich putting their gifts into the treasury~ and He saw a poor widow put in two small copper coins.”,
Wom,26,Alabastar Jar,Rare,Support,,Luke 7:37,,Play this card on any LeafIcon location. On your turn~ when a card with a cost is revealed in this location~ refresh the faith pool of one of your Faithful equal to that card’s cost (not exceeding the Faithful’s max).,“Behold~ a woman in the city who was a sinner~ when she knew that he was reclining in the Pharisee’s house~ brought an alabaster jar of ointment.”,
Wom,27,Demon,Uncommon,Trap,,Luke 8:1b-2,,Trap: This card goes into effect upon the next player’s turn. The next revealed Faithful is discarded instead of added to that player’s hand.,“The Twelve were with Him~ as well as some women who had been healed of evil spirits and infirmities: Mary called Magdalene~ from whom seven demons had gone out”,
Wom,28,Rooster,Common,Trap,,Luke 22:60-62,,Trap: Upon reveal~ any Faithful in play with a faith amount less than 9 is discarded.,"““Man~ I do not know what you are talking about,” Peter replied. While he was still speaking~ the rooster crowed. And the Lord turned and looked at Peter. Then Peter remembered the word that the Lord had spoken to him: “Before the rooster crows today~ you will deny Me three times.” And he went outside and wept bitterly.”",
Wom,29,Nain,Rare,Location,LeafIcon,Luke 7:11,14,,“Soon afterward~ Jesus went to a town called Nain. His disciples went with Him~ accompanied by a large crowd.”,
Wom,30,Simon the Pharisee’s,Uncommon,Location,MountainIcon,Luke 7:36,9,,“Then one of the Pharisees invited Jesus to eat with him~ and He entered the Pharisee’s house and reclined at the table.”,
Wom,31,Martha’s Home,Uncommon,Location,leaf,Luke 10:38,7,,As they traveled along~ Jesus entered a village where a woman named Martha welcomed Him into her home.,
Wom,32,Capernaum,Common,Location,wave,Luke 4:31-32,9,,Then He went down to Capernaum~ a town in Galilee~ and on the Sabbath He began to teach the people. They were astonished at His teaching~ because His message had authority.,
Wom,33,Bethany,Common,Location,leaf,Luke 10:38,15,,As they went on their way~ he entered into a certain village~ and a certain woman named Martha received him into her house.,
Wom,34,Temple,Common,Location,mountain,Luke 20:1,10,,One day as Jesus was teaching the people in the temple courts and proclaiming the gospel~ the chief priests and scribes~ together with the elders~ came up to Him.,
Wom,35,Courtyard,Common,Location,mountain,Luke 22:54-55,12,,Then they seized Jesus~ led Him away~ and took Him into the house of the high priest. And Peter followed at a distance. When those present had kindled a fire in the middle of the courtyard and sat down together~ Peter sat down among them.,
Wom,36,The Tomb of Jesus,Uncommon,Location,mountain,Luke 23:52-53,12,,He went to Pilate to ask for the body of Jesus. Then he took it down~ wrapped it in a linen cloth~ and placed it in a tomb cut into the rock~ where no one had yet been laid.,
phi,,,,,,,,,,
